Time Bucket (America/New_York),Barn-Mains_A (kWatts),Barn-Mains_B (kWatts),Barn-Mains_C (kWatts),Barn-Clothes Dryer-Dryer (kWatts),Barn-Water Heater-Water Heater (kWatts),Barn-Other-garage lights? (kWatts),Barn-Other-Radon & (kWatts),Barn-Circuit_5 (kWatts),Barn-Circuit_6 (kWatts),Barn-Circuit_7 (kWatts),Barn-Pump-Well  (kWatts),Barn-Heat Pump-Heat Pump (kWatts),Barn-Other-Kitchen Outlets (kWatts),Barn-Other-Master Bedroom (kWatts),Barn-Circuit_12 (kWatts),Barn-Circuit_13 (kWatts),Barn-Circuit_14 (kWatts),Barn-Kitchen-Kitchen Stove (kWatts),Barn-Circuit_16 (kWatts)
03/11/2026 14:18:16,0.2575,0.3756,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.1738,0.0640,0.0134,0.1464,0.0000,0.0351
03/11/2026 14:18:17,0.2559,0.3792,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1731,0.0645,0.0136,0.1462,0.0000,0.0351
03/11/2026 14:18:18,0.2545,0.3803,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.1706,0.0644,0.0133,0.1460,0.0000,0.0356
03/11/2026 14:18:19,0.2508,0.3771,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.1665,0.0647,0.0131,0.1467,0.0000,0.0345
03/11/2026 14:18:20,0.2487,0.3741,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.1652,0.0649,0.0134,0.1462,0.0000,0.0353
03/11/2026 14:18:21,0.2488,0.3734,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.1647,0.0647,0.0131,0.1466,0.0000,0.0351
03/11/2026 14:18:22,0.2498,0.3760,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.1656,0.0651,0.0133,0.1464,0.0000,0.0350
03/11/2026 14:18:23,0.2474,0.3775,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.1654,0.0641,0.0133,0.1469,0.0000,0.0346
03/11/2026 14:18:24,0.2500,0.3754,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.1660,0.0649,0.0136,0.1468,0.0000,0.0353
03/11/2026 14:18:25,0.2502,0.3747,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.1666,0.0647,0.0133,0.1465,0.0000,0.0352
03/11/2026 14:18:26,0.2483,0.3764,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.1644,0.0643,0.0134,0.1471,0.0000,0.0350
03/11/2026 14:18:27,0.2485,0.3769,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.1654,0.0648,0.0137,0.1470,0.0000,0.0354
03/11/2026 14:18:28,0.2468,0.3748,No CT,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.1641,0.0644,0.0132,0.1470,0.0000,0.0352
